,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
62318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62322,53.0,54.0,55.0,56.0,8.717907,8.0359488,9.01933,1.6276586000000002,0.866346,0.0,0.0,0.0,0.0,3000010324.0,3000010324.0,3000010324.0,3000010324.0,0.274617247,-0.687407729,-0.653276128,-1.189994761,-0.028470473,,,,,0.27461725,-2.9674337000000004,-1.6724618999999998,-2.3671615000000004,0.37655687
62325,46.0,47.0,48.0,49.0,8.041406599999998,8.8777466,8.9157124,1.6856946,0.84812993,1.0,1.0,1.0,1.0,3000010151.0,3000010151.0,,,-0.264891771,-0.151554123,,,-0.929847528,,,,,-0.44290268,-0.98388433,,,-0.92984754
62408,44.0,45.0,46.0,47.0,8.4207506,8.316925999999999,8.9829903,1.1432265,0.78453583,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,0.278894542,0.945589946,2.084505923,,1.044897581,,,,,0.27889454,0.9455899,2.084506,,1.0448976
62434,40.0,41.0,42.0,43.0,8.873688699999997,8.4248962,8.8611403,1.2561909,0.14284816,1.0,1.0,1.0,1.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,-0.139997726,0.336426026,0.283299704,-1.146942345,-1.113404937,,,,,-0.13999772,-0.86278296,-1.3031652,-1.1469424,-0.39818096
62451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62557,,,,,8.716975199999998,8.1988869,8.981559800000003,1.6737645,0.19950791,,,,,,,,,,,,,,,,,,,,,,
62581,39.0,40.0,41.0,42.0,8.0919828,8.458894699999998,8.2948618,1.9272263,0.50572675,0.0,0.0,0.0,0.0,3000010352.0,3000010352.0,3000010352.0,3000010352.0,-0.303283946,-0.432417411,-1.07665376,0.866402248,-0.37367082,,,,,-0.30328393,-0.27965963,-0.32927406,0.12573643,-0.10241455
62585,67.0,68.0,69.0,,7.916139599999998,8.882058099999998,8.0467577,,,0.0,0.0,0.0,,3000010324.0,3000010324.0,3000010324.0,,,,,,,,,,,,,,,
62586,39.0,40.0,41.0,42.0,8.889858199999997,8.575422300000001,8.986624699999998,1.7876369,0.84344566,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,-0.972537766,0.4650732870000001,-0.221534571,-0.302087306,0.410816386,,0.13148099800000002,1.337715797,-0.109990692,-0.9725377000000001,0.24811420000000003,0.54946697,-2.2568398,-1.6195939
62629,38.0,39.0,40.0,41.0,7.929173,8.502110499999999,8.555789,1.9958693,0.93387842,1.0,1.0,1.0,1.0,3000010152.0,3000010152.0,3000010152.0,3000010152.0,0.6532777120000001,0.296491338,1.507652606,0.5871829479999999,0.16430303,,,,,0.6532777,1.0991778,1.0325212,-1.0654513,-0.35386696
62632,41.0,42.0,43.0,44.0,8.3713427,8.657011,8.751463900000001,1.9695182,0.82161576,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
62648,47.0,48.0,49.0,50.0,8.5015211,8.1202717,8.8219156,1.9593425,0.69645154,0.0,0.0,0.0,0.0,3000010152.0,3000010152.0,3000010152.0,3000010152.0,0.780807571,0.565303903,0.5657202170000001,0.326779325,0.703260095,,0.934130446,-0.400873217,-0.441113805,0.78080755,0.35351714,0.16974084,-0.33483317,0.23930642
62660,37.0,38.0,39.006371,40.023438,8.1946049,7.9492512,8.1407232,2.0758545,0.40311152,1.0,1.0,1.0,1.0,3000010256.0,3000010256.0,3000010256.0,3000010256.0,,,,,,,,,,,,,,
62661,38.0,39.0,40.0,41.0,8.5745964,8.0937958,8.725189199999999,1.2478508,0.82647508,0.0,0.0,0.0,0.0,3000010290.0,3000010290.0,3000010290.0,3000010290.0,-0.378320031,-0.289560539,0.704934733,0.899337292,0.26667483,,,,,-0.37832004,0.82201952,0.8145051,0.76320213,0.094308555
62664,,,,,,,,,0.84255356,,,,,,,,,,,,,,,,,,,,,,
62670,,,,,8.6344233,7.9813266,8.2545309,1.9694495,0.74753529,,,,,,,,,,,,,,,,,,,,,,
62675,40.0,41.0,42.0,,8.5557356,8.1295023,8.280659700000001,,,1.0,1.0,1.0,,3000010358.0,3000010358.0,3000010358.0,,,,,,,,,,,,,,,
62676,40.0,41.0,42.0,43.0,8.6747227,7.9574142,8.752547300000002,1.7283672,0.99924237,1.0,1.0,1.0,1.0,3000010144.0,3000010144.0,3000010144.0,3000010144.0,0.254406052,0.449717587,-0.220193285,-0.72470285,-0.49453143,,0.126932562,-0.30839873100000004,-1.589938597,0.25440603,0.32900608,-0.28726682,-0.59729236,-0.47199038
62729,45.0,46.0,47.0,48.0,8.4531651,8.4416256,8.564003900000001,1.6819855,0.42511636,0.0,0.0,0.0,0.0,3000010368.0,,,,,,,,,,,,,,,,,
62763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62766,46.0,47.0,48.0,,8.5865412,8.6580734,8.831534399999997,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
62780,42.0,43.0,44.0,45.0,8.0118589,8.636096,8.656380699999998,2.0482817,0.43292627,1.0,1.0,1.0,1.0,3000010226.0,3000010226.0,3000010226.0,3000010226.0,0.884996958,1.866577824,0.60420316,0.587252738,-0.182997135,,0.739661128,-0.45834122,-0.740399275,0.60039496,1.1340995,0.08794474599999999,0.06170968,-0.40310025
62785,,,,,,,,,0.74733949,,,,,,,,,,,,,1.707185358,,,,,,,,,1.7071853
62808,44.0,45.0,46.0,,8.480816800000001,8.1953611,8.1921139,,,0.0,0.0,0.0,,3000010362.0,3000010362.0,3000010362.0,,-0.7045371359999999,-1.116555247,,,,,,,,-0.70453715,-0.088920452,,,
62810,39.0,40.0,41.0,42.0,8.515557300000001,8.499612800000001,8.7193365,1.7634748,0.64727652,1.0,1.0,1.0,1.0,3000010155.0,3000010155.0,3000010155.0,3000010155.0,1.7546149290000002,0.978618809,0.229581274,0.281663975,0.362881703,0.709857793,1.110291991,0.36839046,-0.06543044,1.0280354,0.86593717,0.27546144,0.14066066,-0.034951266
62811,53.0,54.0,55.0,56.0,7.9682937,8.3276682,8.8254118,1.4049526,0.5484876000000001,1.0,1.0,1.0,1.0,3000010360.0,3000010360.0,3000010360.0,3000010360.0,-0.202315916,0.169250206,0.036225448,1.087045189,0.58591466,,,,,-0.20231591,0.2683855,-0.17865995,0.70739609,0.64440256
62819,46.0,47.0,48.0,49.0,8.3523149,8.4160109,8.1574183,1.5491629,0.69266838,0.0,0.0,0.0,0.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,0.409504318,0.453642928,1.7109074,1.046052858,0.842660672,,-1.246765092,-1.802659807,0.350790526,0.40950432,0.21870211,0.07506679,0.097059399,0.84266073
62820,44.0,45.0,46.0,,7.988371799999999,8.538966199999999,8.6162701,,,0.0,0.0,0.0,,3000010352.0,3000010368.0,3000010368.0,,-0.34143297799999994,,,,,,,,,-0.34143299,,,,
62833,40.0,41.0,42.0,43.0,8.8257179,8.1919088,9.0147333,1.6740313999999998,0.96467704,1.0,1.0,1.0,1.0,3000010165.0,3000010165.0,3000010165.0,3000010165.0,0.924831496,1.64981832,1.265497014,0.186084729,0.125546485,,,,,0.92483151,1.1428578,1.3929340000000001,0.71692491,0.55977625
62835,42.0,43.0,44.0,45.0,8.2945385,8.2546606,8.913368199999997,1.3811713,0.51249081,1.0,1.0,1.0,1.0,3000010316.0,3000010316.0,3000010316.0,3000010316.0,-0.285257189,1.469854759,-0.068027336,-0.317357497,0.555707787,,,,,-0.79533809,0.11066812,-0.011702343,-0.30337864,0.23453274
62848,,,,,,,,,,,,,,,,,,,,,,,-1.367945115,,,,-1.3679451,,,,
62872,,,,55.0,,,,1.1764808999999998,0.69226521,,,,1.0,,,,,,,,-0.099219267,0.627763741,,,,,,,,-0.09921927,0.62776375
62947,,,,41.0,,,,1.1378826000000002,0.35517937,,,,0.0,,,,,,,,-0.807821177,-0.6132814670000001,,,,,,,,-0.80782115,-0.61328143
62956,39.0,40.0,,,8.5225544,7.9487119,8.5165224,,,1.0,1.0,,,3000010857.0,3000010857.0,,,,,,,,,,,,,,,,
62972,,,,50.0,,,,1.8883494,,,,,1.0,,,,3000010360.0,,,,-1.991347847,,,,,,,,,-2.5967952999999997,
63096,38.0,39.0,40.0,41.0,8.548740400000002,8.4910021,8.871769,2.1133316000000004,0.37967613,1.0,1.0,1.0,1.0,3000010104.0,3000010104.0,3000010104.0,3000010104.0,0.786300453,1.28823675,1.152078308,1.506221903,0.862320997,,-1.280037819,-0.621955959,0.570544184,0.78630042,0.3380647,0.41810559999999997,0.98493922,0.81776047
63123,61.0,62.08695600000001,63.0,64.333336,8.7897635,8.5187101,8.430933,2.0138848,0.26735237,1.0,1.0,1.0,1.0,3000010226.0,3000010226.0,3000010226.0,3000010226.0,,,,,,,,,,,,,,
63124,45.0,46.0,47.0,48.0,8.5239334,8.784876800000001,8.2204638,1.9847299,0.9684332,1.0,1.0,1.0,1.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,0.5715143,0.14114199,0.422885323,0.255280021,-1.322779291,,,,,0.57151431,-0.62172407,-1.3716763,-1.6249954,-4.184510700000001
63154,43.0,44.0,45.0,46.0,8.0180769,8.6124668,8.81283,1.4958065,0.40609804,0.0,0.0,0.0,0.0,3000010354.0,3000010354.0,3000010354.0,3000010354.0,,,,,,,,,,,,,,
63166,,,,,,,,1.7951298999999998,0.25718874,,,,,,,,,,,,,,,,,,,,,,
63204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63236,45.0,46.0,47.0,48.0,8.3489342,8.1075554,8.965848,1.8403124,0.54677385,1.0,1.0,1.0,1.0,3000010175.0,3000010324.0,3000010324.0,3000010324.0,1.019580874,0.044761347,0.145951386,0.302759412,1.283851195,,-0.717587581,,,1.0195808000000002,-0.14074314,0.14595139,0.30275941,1.2838513
63266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63274,47.0,48.0,49.0,50.0,8.056318300000001,8.902460099999997,9.0215988,1.7856979,0.005031335,0.0,0.0,0.0,0.0,3000010179.0,3000010179.0,3000010179.0,3000010179.0,2.126723374,2.516147145,1.875576902,,,0.5164875870000001,0.564482366,0.7010230279999999,,0.942141,0.73147464,1.0981556000000001,,
63286,,,,,8.6468201,8.736088800000001,8.261786500000001,1.9529098000000005,0.41645852,,,,,,,,,,,,,,,,,,,,,,
63287,40.0,41.0,42.0,43.0,8.0616016,8.0786724,8.6193132,1.6329328,0.25890854,1.0,1.0,1.0,1.0,3000010282.0,3000010282.0,3000010282.0,3000010282.0,,-1.002352654,0.354470121,-0.4427905720000001,-0.259962849,,,,,,-0.49977526,-0.34125525,-0.51315182,-0.33081689
63308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63315,,,,,8.333457899999999,8.6282415,8.3204412,1.7271984,0.8580690000000001,,,,,,,,,,,,,,,,,,,,,,
63342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63360,48.0,49.0,50.0,51.0,8.630060199999999,8.2787399,8.708165199999998,1.9618274,,1.0,1.0,1.0,1.0,3000010161.0,3000010225.0,3000010161.0,3000010161.0,-0.03029143,-4.160247822,-2.802206819,,,-1.723885614,-1.979248107,-0.4969076220000001,,-1.1548188999999998,-2.5715806,-1.9776620999999999,,
63364,59.0,60.0,61.0,,8.769087800000001,8.6056633,8.1276922,,,0.0,0.0,0.0,,3000010318.0,3000010318.0,3000010318.0,,,,-3.71730019,,,,-1.079389773,-1.031631315,,,-0.88428158,-3.0750954,,
63489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63505,46.0,47.0,48.0,49.0,8.4346008,8.2698517,8.247323,1.6319953,0.75268191,1.0,1.0,1.0,1.0,3000010362.0,3000010362.0,3000010362.0,3000010362.0,0.274962903,0.325647042,-0.327949086,-0.417554775,0.331250084,,-0.256521382,-1.459884412,-0.60668917,0.2749629,0.92922413,-0.51116663,0.026854827999999997,0.3312501
63515,37.0,38.0,39.0,,7.957366499999999,8.7027597,8.445107499999999,,,0.0,0.0,0.0,,3000010225.0,3000010225.0,3000010225.0,,,,,,,,,,,,,,,
63538,40.0,41.0,42.0,43.0,8.642520900000001,8.8269901,8.662014,2.1044955,0.10269881,0.0,0.0,0.0,0.0,3000010323.0,3000010323.0,3000010323.0,3000010323.0,0.019349707,-0.34849973799999995,0.683550995,0.983398713,2.223702884,0.347205715,0.282374713,2.629928185,1.719749329,0.28144416,0.31835237,1.2773823999999998,0.93987918,1.028707
63551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63569,39.0,40.0,41.0,42.0,8.1551952,7.9602723,8.407224699999999,2.0587766,0.93568516,1.0,1.0,1.0,1.0,3000010170.0,3000010103.0,3000010857.0,3000010857.0,,,,,,,,,,,,,,
63623,38.0,39.0,40.0,41.0,8.1726437,8.6788158,8.7594976,1.5608603,0.094169013,1.0,1.0,1.0,1.0,3000010288.0,3000010288.0,3000010288.0,3000010288.0,0.109777528,1.124936965,1.227966953,0.01856313,0.5451321610000001,,,,,0.10977753,0.68872738,1.1438131,0.63839757,0.37894461
63655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63695,37.0,38.018181,39.0,40.0,8.1514635,8.6831989,8.471436500000001,1.6389744,0.97211212,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-0.196384488,0.8707552159999999,,,,,,,,-0.19638449,0.87075526,,,
63701,37.0,38.0,39.0,40.0,8.0814638,8.128431299999999,8.404800400000001,1.8614247,0.59323001,1.0,1.0,1.0,1.0,3000010121.0,3000010121.0,3000010121.0,3000010121.0,1.392498234,0.655875325,0.8637973809999999,0.35777349,1.173189895,-0.256097644,1.5273964,2.017118236,2.024345902,0.35728666,1.1854848,1.3361998,1.4130319,0.96200186
63817,37.0,38.0,39.0,40.0,8.3242826,8.2719946,8.336357099999999,1.9416771,0.07099270099999999,1.0,1.0,1.0,1.0,3000010354.0,3000010368.0,3000010368.0,3000010354.0,1.346309053,1.350339306,2.158804693,0.445335163,0.881917246,,,,,1.3463091,1.3410716,1.2731521000000001,0.44429919,0.8483546999999999
63832,39.0,40.0,,,8.6670942,8.004276299999999,,,0.58838779,1.0,1.0,,,,,,,0.107452319,,,,,,,,,0.10745231,,,,
63845,,,,,,,,,0.13282329,,,,,,,,,,,,-1.195950611,-0.957060254,,,,,,,,-1.0782762,-0.57671201
63853,41.0,42.0,43.0,,8.2724333,8.8956795,8.4274788,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
63867,46.0,47.0,48.0,49.0,7.987157300000002,8.4144106,8.2715921,1.2371988,0.45761621,1.0,1.0,1.0,1.0,3000010135.0,3000010135.0,3000010135.0,3000010135.0,0.5396558779999999,0.643323141,0.982240726,1.008663979,0.953015649,,0.083326592,-2.014269628,-0.7764890109999999,0.53965592,-0.16925411,0.26326108,-0.16070645,0.33353734
63874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63885,,,,41.0,,,,1.8313104,,,,,1.0,,,,,,,,,,,,,,,,,,
63902,40.0,41.0,42.077419,43.0,8.0311174,8.5591221,8.9331789,1.5163128,0.52432865,1.0,1.0,1.0,1.0,3000010170.0,3000010170.0,3000010123.0,3000010170.0,-0.183789486,1.275462253,0.7966173000000001,0.458459352,0.509005509,,0.801703305,,1.646348656,-0.18378949,0.44643950000000004,0.19900309,0.73256743,0.20138623
63903,40.0,41.0,42.0,43.0,8.0443058,8.4610472,8.501575500000001,1.9477856,0.53037363,0.0,0.0,0.0,0.0,3000010287.0,3000010287.0,3000010287.0,3000010287.0,-0.516267047,0.036304025,0.139075752,-1.083049214,-1.120276974,-0.58405303,-0.229596392,-1.019731684,-0.8691630779999999,-0.5953868,0.21238713,-0.16468464,-0.68872815,-1.1202769
63909,41.0,42.0,43.0,44.0,8.5946903,8.065039599999999,8.0849905,1.2947464,0.54331255,1.0,1.0,1.0,1.0,3000010144.0,3000010144.0,3000010144.0,3000010144.0,0.92967208,0.042032843,0.908224449,-0.84677901,-0.388094063,,0.073422855,-0.794646812,-2.405440914,0.92967212,0.23940392,0.30686051,-1.8929343,-0.32143182
63911,50.082352,51.0,52.0,53.0,8.468570699999999,8.025858900000001,8.703558000000001,1.1634519,0.65822959,1.0,1.0,1.0,1.0,3000010134.0,3000010288.0,3000010288.0,3000010288.0,-1.682596454,-1.6557194240000002,-2.316887539,-0.823037405,0.064239947,-1.5918810019999998,-0.747140789,-1.265508562,,-1.6684813000000003,-0.87779796,-1.511127,-0.82303745,0.30176792
63912,,,,,,,,,0.24656618,,,,,,,,,,,,,,,,,,,,,,
63914,42.0,43.0,44.0,45.0,8.671658500000001,8.7697334,8.478646300000001,1.1608629,,1.0,1.0,1.0,1.0,3000010140.0,3000010140.0,3000010140.0,3000010140.0,-0.24227834,-1.210233143,-1.172687269,-1.172339549,,-0.588664984,-1.208419999,1.358037974,,-0.47079438,-0.59594011,0.28207159,-1.1410493999999998,
63947,,,,,8.7456713,8.4153166,8.052588499999999,1.616703,0.63830626,,,,,,,,,-0.290558108,-0.5492816420000001,-0.356524984,-0.501453819,-0.179747425,,,,,-0.2905581,1.1752231000000002,0.2840012,0.62519288,0.31627658
63954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63988,38.0,39.0,40.0,41.0,8.5879173,8.747016,8.1481438,1.6941377,0.28355265,1.0,1.0,1.0,1.0,3000010857.0,3000010857.0,3000010857.0,3000010857.0,0.07436888700000001,0.248398136,0.493210868,0.29070213100000003,0.339060496,,,,,0.07436888700000001,0.24839814,0.49321085,0.29070213,0.33906049
63991,43.0,44.0,45.0,46.0,7.962552499999998,8.5392256,8.473448800000002,1.9564483,0.22829217,1.0,1.0,1.0,1.0,3000010161.0,3000010161.0,3000010161.0,3000010161.0,,,,,,,,,,,,,,
64004,37.0,38.0,39.0,,8.0480719,8.1526279,8.9201393,,,1.0,1.0,1.0,,3000010368.0,3000010368.0,1002810043.0,,,,,,,,,,,,,,,
64026,41.0,42.0,43.0,,8.6365595,8.689312,8.6688786,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
64035,38.0,39.0,40.0,41.0,8.3564405,8.8705521,8.4323549,1.5865419,0.48082623,1.0,1.0,1.0,1.0,3000010140.0,3000010140.0,3000010140.0,3000010140.0,1.419175486,0.840632907,0.44875632,0.068597376,1.549627106,2.257212902,-0.283211036,1.106944961,-0.045832174,1.7227827000000002,-0.09354349999999999,0.24807939,0.07461200700000001,0.71637684
64069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64079,45.0,46.0,47.0,48.0,8.4548502,8.8269138,8.584753,1.1989053,0.1532201,1.0,1.0,1.0,1.0,3000010144.0,3000010144.0,1006250558.0,3000010144.0,,,-0.7179008570000001,-0.554052378,-0.8387002490000001,,,,,,,-0.33368513,-0.25379741,-0.19904803
64083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64108,,,,,8.0043221,8.662170399999999,8.6722794,1.5180608,0.16277517,,,,,,,,,,,,,,,,,,,,,,
64187,39.0,40.0,41.0,42.0,8.5778198,8.330841099999999,8.287424099999999,1.2757945,0.1232907,0.0,0.0,0.0,0.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,-1.265483018,-0.185652772,1.150196844,0.756425995,0.803312593,,,,,-1.265483,-0.13797989,0.57185107,0.69946831,0.07326764599999999
64200,,,,,7.9340243,8.4243832,8.6388712,1.9542756,0.19422625,,,,,,,,,-0.322738288,-0.106790583,-0.39446972,0.6773585940000001,0.331250084,,,,,-0.32273829,0.39474824,-0.18269812,0.99520546,0.3312501
64222,44.0,45.0,46.0,47.0,8.4249086,8.1213913,8.6579523,1.194327,0.59325546,1.0,1.0,1.0,1.0,3000010364.0,3000010364.0,3000010364.0,3000010364.0,,,,,,,,,,,,,,
64253,,,,,8.7695227,7.924237299999999,8.62848,,,,,,,,,,,,,-1.128355998,,,,,,,,,-0.89185745,,
64294,38.045197,40.0,41.0,,8.5407019,8.641498599999998,8.2715368,,,1.0,1.0,1.0,,3000010103.0,3000010179.0,3000010179.0,,0.816939052,,,,,-0.503036469,,,,0.08029286599999999,,,,
64369,45.0,46.0,47.0,48.0,8.835784,8.6587019,8.170702,1.7668473000000002,0.41491312,0.0,0.0,0.0,0.0,3000010857.0,3000010857.0,3000010857.0,3000010857.0,,,,,,,,,,,,,,
64372,43.0,45.0,46.0,,8.801584199999997,8.627062800000001,8.8547916,,,0.0,0.0,0.0,,3000010689.0,3000010689.0,3000010689.0,,-0.212084579,,,,,,,,,-0.21208459,,,,
64394,,,,,8.1536989,8.736758199999999,8.5501642,1.2771505,0.87726301,,,,,,,,,,,,,,,,,,,,,,
64406,48.0,49.0,50.0,51.0,8.7805042,8.5353575,8.812294999999997,1.7194131999999998,0.12631144,1.0,1.0,1.0,1.0,3000010256.0,3000010256.0,3000010256.0,3000010151.0,0.195022193,-0.784398327,-0.028065073,1.594039935,-0.234428668,,,,,0.19502220000000003,0.05268978,0.52639759,1.4371402,0.48185495
64422,48.0,49.0,50.0,51.0,8.1013088,8.4985933,8.4926653,1.651935,0.92293835,0.0,0.0,0.0,0.0,3000010352.0,3000010352.0,3000010352.0,3000010352.0,0.570928301,0.25614396,-0.614940252,-0.355145103,0.015887178999999998,,,,,0.57092828,0.61077976,0.25093362,0.000894505,0.12826496
64425,59.0,60.0,61.0,62.0,7.9025607,8.5088987,8.7062025,2.0777593,,1.0,1.0,1.0,1.0,3000010121.0,3000010121.0,3000010121.0,3000010121.0,1.6193106730000002,0.325409853,-0.075882696,,,0.020926351,-0.8448588509999999,-1.065643652,-0.329645018,0.33081147,0.29652697,-0.63966697,-0.69990361,
64426,49.390804,50.0,51.0,52.0,8.3770227,8.494968400000001,8.5763416,2.1067777000000003,0.8809520000000001,1.0,1.0,1.0,1.0,3000010256.0,3000010249.0,3000010249.0,3000010249.0,-0.014862034,-0.401175352,0.171958446,0.213627633,,0.322591817,-0.5872281970000001,-0.345951532,-0.095614244,0.39838025,-0.07777012900000001,-0.33674958,-0.10805497,
64433,52.0,53.0,54.0,55.0,7.937717,8.0788288,8.2452774,1.5096303999999998,0.60618991,1.0,1.0,1.0,1.0,3000010256.0,3000010256.0,3000010256.0,3000010256.0,0.254909457,-0.783854583,-1.472518805,-2.334765325,,,,,,0.25490946,0.55043721,-0.66169101,-2.5151887000000004,
64449,58.0,59.0,60.0,61.0,8.179809599999999,8.9082155,8.3643827,1.9127703,0.23026825,1.0,1.0,1.0,1.0,3000010190.0,3000010190.0,3000010190.0,3000010190.0,-0.119883819,0.040887875,-0.29277356,-0.415285322,-0.212007965,,,-0.480684331,0.036563937000000005,-0.11988382,0.040887877,-0.33344078,-0.22671123,-0.21200795
64452,55.0,56.0,57.0,58.0,8.6071911,8.8583479,8.448986099999999,1.8563319,0.053655181,1.0,1.0,1.0,1.0,3000010857.0,3000010857.0,3000010857.0,3000010857.0,-0.097608872,-1.733262261,-0.738245012,0.706083549,1.551391693,,,,,-0.097608872,-1.7332623,-0.73824501,0.70608354,1.5513916
64476,39.0,40.0,41.0,42.0,8.539326699999998,8.3777704,8.1987028,1.4835382,0.22902194,1.0,1.0,1.0,1.0,3000010368.0,3000010368.0,3000010368.0,3000010368.0,0.8676947009999999,0.5320595920000001,0.640474755,0.016733331,,,,,,0.86769474,0.53205961,0.64047474,0.016733332,
64480,44.0,45.0,46.0,47.0,8.795928,8.0506182,8.8906984,1.6401209,0.34213158,0.0,0.0,0.0,0.0,3000010123.0,3000010123.0,3000010123.0,3000010123.0,1.160585531,0.330709385,1.70801256,0.682389055,0.639665723,0.028088007,0.11406373,0.231171779,-0.415419646,0.21239202,-0.27275372,0.84550393,-0.29053167,-0.21644601
64509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64539,55.0,56.0,58.0,,8.1586161,8.8470106,8.069396000000001,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
64636,44.0,45.0,46.0,47.0,8.0003157,8.1965561,8.2889166,1.4299383,0.83569646,1.0,1.0,1.0,1.0,3000010123.0,3000010123.0,3000010119.0,3000010123.0,,,,,,,,,,,,,,
64642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64647,42.0,43.0,44.0,45.0,8.2979994,8.3524752,8.3734379,2.038053,0.49515218,1.0,1.0,1.0,1.0,3000010287.0,3000010287.0,3000010287.0,3000010287.0,0.046726196,0.172842165,0.927140808,0.3726106970000001,0.8054775679999999,,,,,0.046726193,0.17284216,0.92714083,0.37261069,0.80547756
64666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64730,52.0,53.0,54.0,55.0,8.7252989,8.202560400000001,8.091116900000001,1.5129756,,1.0,1.0,1.0,1.0,3000010354.0,3000010354.0,3000010354.0,3000010354.0,-0.82857405,-1.992759405,-0.815200147,-3.236145915,,,,,,-0.82857406,-2.3395054,-1.8210578000000002,-3.8188252,
64747,41.069767,42.0,43.0,44.0,8.497283,8.5266438,8.9633713,1.7672917,0.1488606,0.0,0.0,0.0,0.0,3000010107.0,3000010249.0,3000010249.0,3000010249.0,-0.378666798,-0.763551663,0.375595411,-0.119906155,-0.030015063,-0.387859369,-0.839071125,0.60114815,-0.14674951,-0.32205138,-0.90620935,0.19677921,-0.51720804,-0.006508356999999999
64763,46.0,47.0,48.0,49.076389,8.663416900000001,8.0357065,8.0853901,1.9349694,0.18374312,1.0,1.0,1.0,1.0,3000010175.0,3000010175.0,3000010175.0,3000010175.0,0.700422023,0.875703929,-1.264890932,-1.50145861,-1.143521728,-0.218240984,-0.131988503,,-0.857035524,0.15728191,0.59532744,-0.56719786,-1.2288535,-1.2397258999999998
64764,47.0,48.0,49.0,,8.4285469,8.788049699999998,8.2507181,,,0.0,0.0,0.0,,3000010289.0,3000010289.0,3000010289.0,,,,,,,,,,,,,,,
64773,40.0,41.0,42.0,43.0,8.108812299999999,8.045396799999999,8.7954493,1.3892154,0.5639685999999999,0.0,0.0,0.0,0.0,3000010354.0,3000010354.0,3000010354.0,3000010354.0,0.82887288,0.5051662029999999,,,1.119977329,,,,,0.82887286,0.82054895,,,1.1199774
64794,37.0,38.0,39.0,40.0,8.111578,7.9663434,8.2321091,1.5771694,0.30566812,1.0,1.0,1.0,1.0,3000010360.0,3000010360.0,3000010360.0,3000010360.0,0.190122623,1.354404493,-0.112795292,0.17391351800000002,0.179074877,,,,,0.19012262,1.0599301,0.12115698,0.29599777,0.7371641999999999
64811,47.082352,48.0,50.0,,8.5414877,8.482132,8.3567553,,,0.0,0.0,0.0,,3000010152.0,,,,-1.48640164,,,,,-2.441866422,,,,-1.7498328999999997,,,,
64833,61.0,62.0,63.0,,8.7268524,8.4366474,8.5659332,,,1.0,1.0,1.0,,3000010161.0,3000010161.0,3000010161.0,,-2.78995257,,,,,,,,,-2.7899525,,,,
64834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64866,42.0,43.0,44.0,45.0,8.554471000000001,8.397014599999999,8.525611900000001,2.0352879,0.55024302,0.0,0.0,0.0,0.0,3000010110.0,3000010110.0,3000010110.0,3000010110.0,-0.660984942,-0.707404582,0.066693623,1.584327413,0.0168655,-0.042127675,0.294036812,-0.364232329,-0.060700985,-0.18328527,-0.24576139,0.25523797,0.08200126099999999,-0.3292478
64869,,,,,8.453660000000001,8.4490919,8.5550413,,,,,,,,,,,,,,,,,,,,,,,,
